tag,fit,condition,generic,type,sample,combine,outcome,detail
"live","hurdle.kT0","method:predict.bartHurdle","predict","bart","","FALSE","refused","predict requires bart2(family = ""hurdle.lognormal"") to be called with 'keepTrees' == TRUE"
"live","hurdle.kT0","method:predict.bartHurdle","predict","zzz-bad-type","","TRUE","refused","type must be in 'ev', 'ppd', 'prob', 'bart'"
"live","hurdle.kT0","method:predict.bartHurdle","predict","zzz-bad-type","","FALSE","refused","type must be in 'ev', 'ppd', 'prob', 'bart'"
"live","hurdle.kT0","method:extract.bartHurdle","extract","ev","train","TRUE","accepted","matrix/array 6x40"
"live","hurdle.kT0","method:extract.bartHurdle","extract","ev","train","FALSE","accepted","matrix/array 6x40"
"live","hurdle.kT0","method:extract.bartHurdle","extract","ev","test","TRUE","refused","this hurdle fit carries no separate test channel; call predict on newdata for out-of-sample combined draws"
"live","hurdle.kT0","method:extract.bartHurdle","extract","ev","test","FALSE","refused","this hurdle fit carries no separate test channel; call predict on newdata for out-of-sample combined draws"
"live","hurdle.kT0","method:extract.bartHurdle","extract","ev","zzz-bad-sample","TRUE","error-without-reason","'arg' should be one of “train”, “test”"
"live","hurdle.kT0","method:extract.bartHurdle","extract","ev","zzz-bad-sample","FALSE","error-without-reason","'arg' should be one of “train”, “test”"
"live","hurdle.kT0","method:extract.bartHurdle","extract","ppd","train","TRUE","accepted","matrix/array 6x40"
"live","hurdle.kT0","method:extract.bartHurdle","extract","ppd","train","FALSE","accepted","matrix/array 6x40"
"live","hurdle.kT0","method:extract.bartHurdle","extract","ppd","test","TRUE","refused","this hurdle fit carries no separate test channel; call predict on newdata for out-of-sample combined draws"
"live","hurdle.kT0","method:extract.bartHurdle","extract","ppd","test","FALSE","refused","this hurdle fit carries no separate test channel; call predict on newdata for out-of-sample combined draws"
"live","hurdle.kT0","method:extract.bartHurdle","extract","ppd","zzz-bad-sample","TRUE","error-without-reason","'arg' should be one of “train”, “test”"
"live","hurdle.kT0","method:extract.bartHurdle","extract","ppd","zzz-bad-sample","FALSE","error-without-reason","'arg' should be one of “train”, “test”"
"live","hurdle.kT0","method:extract.bartHurdle","extract","prob","train","TRUE","accepted","matrix/array 6x40"
"live","hurdle.kT0","method:extract.bartHurdle","extract","prob","train","FALSE","accepted","matrix/array 6x40"
"live","hurdle.kT0","method:extract.bartHurdle","extract","prob","test","TRUE","refused","this hurdle fit carries no separate test channel; call predict on newdata for out-of-sample combined draws"
"live","hurdle.kT0","method:extract.bartHurdle","extract","prob","test","FALSE","refused","this hurdle fit carries no separate test channel; call predict on newdata for out-of-sample combined draws"
"live","hurdle.kT0","method:extract.bartHurdle","extract","prob","zzz-bad-sample","TRUE","error-without-reason","'arg' should be one of “train”, “test”"
"live","hurdle.kT0","method:extract.bartHurdle","extract","prob","zzz-bad-sample","FALSE","error-without-reason","'arg' should be one of “train”, “test”"
"live","hurdle.kT0","method:extract.bartHurdle","extract","bart","train","TRUE","accepted","matrix/array 6x40"
"live","hurdle.kT0","method:extract.bartHurdle","extract","bart","train","FALSE","accepted","matrix/array 6x40"
"live","hurdle.kT0","method:extract.bartHurdle","extract","bart","test","TRUE","refused","this hurdle fit carries no separate test channel; call predict on newdata for out-of-sample combined draws"
"live","hurdle.kT0","method:extract.bartHurdle","extract","bart","test","FALSE","refused","this hurdle fit carries no separate test channel; call predict on newdata for out-of-sample combined draws"
"live","hurdle.kT0","method:extract.bartHurdle","extract","bart","zzz-bad-sample","TRUE","error-without-reason","'arg' should be one of “train”, “test”"
"live","hurdle.kT0","method:extract.bartHurdle","extract","bart","zzz-bad-sample","FALSE","error-without-reason","'arg' should be one of “train”, “test”"
"live","hurdle.kT0","method:extract.bartHurdle","extract","zzz-bad-type","train","TRUE","refused","type must be in 'ev', 'ppd', 'prob', 'bart'"
"live","hurdle.kT0","method:extract.bartHurdle","extract","zzz-bad-type","train","FALSE","refused","type must be in 'ev', 'ppd', 'prob', 'bart'"
"live","hurdle.kT0","method:extract.bartHurdle","extract","zzz-bad-type","test","TRUE","refused","type must be in 'ev', 'ppd', 'prob', 'bart'"
"live","hurdle.kT0","method:extract.bartHurdle","extract","zzz-bad-type","test","FALSE","refused","type must be in 'ev', 'ppd', 'prob', 'bart'"
"live","hurdle.kT0","method:extract.bartHurdle","extract","zzz-bad-type","zzz-bad-sample","TRUE","refused","type must be in 'ev', 'ppd', 'prob', 'bart'"
"live","hurdle.kT0","method:extract.bartHurdle","extract","zzz-bad-type","zzz-bad-sample","FALSE","refused","type must be in 'ev', 'ppd', 'prob', 'bart'"
"live","hurdle.kT0","method:fitted.bartHurdle","fitted","ev","train","","accepted","numeric len40"
"live","hurdle.kT0","method:fitted.bartHurdle","fitted","ev","zzz-bad-sample","","error-without-reason","'arg' should be one of “train”, “test”"
"live","hurdle.kT0","method:fitted.bartHurdle","fitted","prob","train","","accepted","numeric len40"
"live","hurdle.kT0","method:fitted.bartHurdle","fitted","prob","zzz-bad-sample","","error-without-reason","'arg' should be one of “train”, “test”"
"live","hurdle.kT0","method:fitted.bartHurdle","fitted","bart","train","","accepted","numeric len40"
"live","hurdle.kT0","method:fitted.bartHurdle","fitted","bart","zzz-bad-sample","","error-without-reason","'arg' should be one of “train”, “test”"
"live","hurdle.kT0","method:fitted.bartHurdle","fitted","zzz-bad-type","train","","refused","type must be in 'ev', 'prob', 'bart'"
"live","hurdle.kT0","method:fitted.bartHurdle","fitted","zzz-bad-type","zzz-bad-sample","","refused","type must be in 'ev', 'prob', 'bart'"
"live","hurdle.kT0","method:residuals.bartHurdle","residuals","ev","","","accepted","numeric len40"
"live","hurdle.kT0","method:residuals.bartHurdle","residuals","zzz-bad-type","","","refused","type must be in 'ev', 'prob', 'bart'"
"live","hurdle.kT0","method:summary.bartHurdle","summary","","","","accepted","summary.bartHurdle len3"
"live","hurdle.kT0","method:print.bartHurdle","print","","","","accepted","bartHurdle len5"
"live","hurdle.kT0","DEFAULT","plot","","","","refused","'x' is a list, but does not have components 'x' and 'y'"
"live","hurdle.kT0","DEFAULT","plotTree","","","","error-without-reason","no applicable method for 'plotTree' applied to an object of class ""bartHurdle"""
"live","hurdle.kT0","DEFAULT","survivalProbabilities","","","","error-without-reason","no applicable method for 'survivalProbabilities' applied to an object of class ""bartHurdle"""
"live","hurdle.kT0","DEFAULT","as_draws_array","","","","refused","All list elements must be lists themselves."
"live","hurdle.kT0","DEFAULT","as_draws_df","","","","refused","All list elements must be lists themselves."
"live","hurdle.nc2u","build","","","","","built","class=bartHurdle"
"live","hurdle.nc2u","fields","documented-present","","","","info","call;y;family"
"live","hurdle.nc2u","fields","documented-absent","","","","info","yhat.train;yhat.test;yhat.train.mean;yhat.test.mean;sigma;first.sigma;varcount;sigest;resid.dist;fit;n.chains"
"live","hurdle.nc2u","fields","all-names","","","","info","call;family;y;occupancy;positive"
"live","hurdle.nc2u","method:predict.bartHurdle","predict","ev","","TRUE","accepted","matrix/array 12x12"
"live","hurdle.nc2u","method:predict.bartHurdle","predict","ev","","FALSE","accepted","array 2x6x12"
"live","hurdle.nc2u","method:predict.bartHurdle","predict","ppd","","TRUE","accepted","matrix/array 12x12"
"live","hurdle.nc2u","method:predict.bartHurdle","predict","ppd","","FALSE","accepted","array 2x6x12"
"live","hurdle.nc2u","method:predict.bartHurdle","predict","prob","","TRUE","accepted","matrix/array 12x12"
"live","hurdle.nc2u","method:predict.bartHurdle","predict","prob","","FALSE","accepted","array 2x6x12"
"live","hurdle.nc2u","method:predict.bartHurdle","predict","bart","","TRUE","accepted","matrix/array 12x12"
"live","hurdle.nc2u","method:predict.bartHurdle","predict","bart","","FALSE","accepted","array 2x6x12"
"live","hurdle.nc2u","method:predict.bartHurdle","predict","zzz-bad-type","","TRUE","refused","type must be in 'ev', 'ppd', 'prob', 'bart'"
"live","hurdle.nc2u","method:predict.bartHurdle","predict","zzz-bad-type","","FALSE","refused","type must be in 'ev', 'ppd', 'prob', 'bart'"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","ev","train","TRUE","accepted","matrix/array 12x40"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","ev","train","FALSE","accepted","array 2x6x40"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","ev","test","TRUE","refused","this hurdle fit carries no separate test channel; call predict on newdata for out-of-sample combined draws"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","ev","test","FALSE","refused","this hurdle fit carries no separate test channel; call predict on newdata for out-of-sample combined draws"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","ev","zzz-bad-sample","TRUE","error-without-reason","'arg' should be one of “train”, “test”"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","ev","zzz-bad-sample","FALSE","error-without-reason","'arg' should be one of “train”, “test”"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","ppd","train","TRUE","accepted","matrix/array 12x40"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","ppd","train","FALSE","accepted","array 2x6x40"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","ppd","test","TRUE","refused","this hurdle fit carries no separate test channel; call predict on newdata for out-of-sample combined draws"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","ppd","test","FALSE","refused","this hurdle fit carries no separate test channel; call predict on newdata for out-of-sample combined draws"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","ppd","zzz-bad-sample","TRUE","error-without-reason","'arg' should be one of “train”, “test”"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","ppd","zzz-bad-sample","FALSE","error-without-reason","'arg' should be one of “train”, “test”"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","prob","train","TRUE","accepted","matrix/array 12x40"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","prob","train","FALSE","accepted","array 2x6x40"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","prob","test","TRUE","refused","this hurdle fit carries no separate test channel; call predict on newdata for out-of-sample combined draws"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","prob","test","FALSE","refused","this hurdle fit carries no separate test channel; call predict on newdata for out-of-sample combined draws"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","prob","zzz-bad-sample","TRUE","error-without-reason","'arg' should be one of “train”, “test”"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","prob","zzz-bad-sample","FALSE","error-without-reason","'arg' should be one of “train”, “test”"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","bart","train","TRUE","accepted","matrix/array 12x40"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","bart","train","FALSE","accepted","array 2x6x40"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","bart","test","TRUE","refused","this hurdle fit carries no separate test channel; call predict on newdata for out-of-sample combined draws"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","bart","test","FALSE","refused","this hurdle fit carries no separate test channel; call predict on newdata for out-of-sample combined draws"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","bart","zzz-bad-sample","TRUE","error-without-reason","'arg' should be one of “train”, “test”"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","bart","zzz-bad-sample","FALSE","error-without-reason","'arg' should be one of “train”, “test”"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","zzz-bad-type","train","TRUE","refused","type must be in 'ev', 'ppd', 'prob', 'bart'"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","zzz-bad-type","train","FALSE","refused","type must be in 'ev', 'ppd', 'prob', 'bart'"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","zzz-bad-type","test","TRUE","refused","type must be in 'ev', 'ppd', 'prob', 'bart'"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","zzz-bad-type","test","FALSE","refused","type must be in 'ev', 'ppd', 'prob', 'bart'"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","zzz-bad-type","zzz-bad-sample","TRUE","refused","type must be in 'ev', 'ppd', 'prob', 'bart'"
"live","hurdle.nc2u","method:extract.bartHurdle","extract","zzz-bad-type","zzz-bad-sample","FALSE","refused","type must be in 'ev', 'ppd', 'prob', 'bart'"
"live","hurdle.nc2u","method:fitted.bartHurdle","fitted","ev","train","","accepted","numeric len40"
"live","hurdle.nc2u","method:fitted.bartHurdle","fitted","ev","zzz-bad-sample","","error-without-reason","'arg' should be one of “train”, “test”"
"live","hurdle.nc2u","method:fitted.bartHurdle","fitted","prob","train","","accepted","numeric len40"
"live","hurdle.nc2u","method:fitted.bartHurdle","fitted","prob","zzz-bad-sample","","error-without-reason","'arg' should be one of “train”, “test”"
"live","hurdle.nc2u","method:fitted.bartHurdle","fitted","bart","train","","accepted","numeric len40"
"live","hurdle.nc2u","method:fitted.bartHurdle","fitted","bart","zzz-bad-sample","","error-without-reason","'arg' should be one of “train”, “test”"
"live","hurdle.nc2u","method:fitted.bartHurdle","fitted","zzz-bad-type","train","","refused","type must be in 'ev', 'prob', 'bart'"
"live","hurdle.nc2u","method:fitted.bartHurdle","fitted","zzz-bad-type","zzz-bad-sample","","refused","type must be in 'ev', 'prob', 'bart'"
"live","hurdle.nc2u","method:residuals.bartHurdle","residuals","ev","","","accepted","numeric len40"
"live","hurdle.nc2u","method:residuals.bartHurdle","residuals","zzz-bad-type","","","refused","type must be in 'ev', 'prob', 'bart'"
"live","hurdle.nc2u","method:summary.bartHurdle","summary","","","","accepted","summary.bartHurdle len3"
"live","hurdle.nc2u","method:print.bartHurdle","print","","","","accepted","bartHurdle len5"
"live","hurdle.nc2u","DEFAULT","plot","","","","refused","'x' is a list, but does not have components 'x' and 'y'"
"live","hurdle.nc2u","DEFAULT","plotTree","","","","error-without-reason","no applicable method for 'plotTree' applied to an object of class ""bartHurdle"""
"live","hurdle.nc2u","DEFAULT","survivalProbabilities","","","","error-without-reason","no applicable method for 'survivalProbabilities' applied to an object of class ""bartHurdle"""
"live","hurdle.nc2u","DEFAULT","as_draws_array","","","","refused","All list elements must be lists themselves."
"live","hurdle.nc2u","DEFAULT","as_draws_df","","","","refused","All list elements must be lists themselves."
"live","rbart.base","build","","","","","built","class=rbart"
"live","rbart.base","fields","documented-present","","","","info","call;yhat.train;yhat.test;yhat.train.mean;yhat.test.mean;sigma;varcount;sigest;y;fit;n.chains;family"
"live","rbart.base","fields","documented-absent","","","","info","first.sigma;resid.dist"
"live","rbart.base","fields","all-names","","","","info","call;y;group.by;family;sigest;group.by.test;ranef;sigma;tau;yhat.train;yhat.test;varcount;ranef.mean;yhat.train.mean;yhat.test.mean;n.chains;seed;fit"
"live","rbart.base","method:predict.rbart","predict","ev","","TRUE","accepted","matrix/array 1x12"
"live","rbart.base","method:predict.rbart","predict","ev","","FALSE","accepted","matrix/array 1x12"
"live","rbart.base","method:predict.rbart","predict","ppd","","TRUE","accepted","matrix/array 1x12"
"live","rbart.base","method:predict.rbart","predict","ppd","","FALSE","accepted","matrix/array 1x12"
"live","rbart.base","method:predict.rbart","predict","bart","","TRUE","accepted","matrix/array 1x12"
"live","rbart.base","method:predict.rbart","predict","bart","","FALSE","accepted","matrix/array 1x12"
"live","rbart.base","method:predict.rbart","predict","ranef","","TRUE","accepted","matrix/array 1x4 dn=[NULL,{a,b,c,...}]"
"live","rbart.base","method:predict.rbart","predict","ranef","","FALSE","accepted","matrix/array 1x4 dn=[NULL,{a,b,c,...}]"
"live","rbart.base","method:predict.rbart","predict","zzz-bad-type","","TRUE","refused","type must be in 'ev', 'ppd', 'bart', 'ranef'"
"live","rbart.base","method:predict.rbart","predict","zzz-bad-type","","FALSE","refused","type must be in 'ev', 'ppd', 'bart', 'ranef'"
"live","rbart.base","method:extract.rbart","extract","ev","train","TRUE","accepted","matrix/array 1x40"
"live","rbart.base","method:extract.rbart","extract","ev","train","FALSE","accepted","matrix/array 1x40"
"live","rbart.base","method:extract.rbart","extract","ev","test","TRUE","accepted","matrix/array 1x12"
"live","rbart.base","method:extract.rbart","extract","ev","test","FALSE","accepted","matrix/array 1x12"
"live","rbart.base","method:extract.rbart","extract","ev","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","rbart.base","method:extract.rbart","extract","ev","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","rbart.base","method:extract.rbart","extract","ppd","train","TRUE","accepted","matrix/array 1x40"
"live","rbart.base","method:extract.rbart","extract","ppd","train","FALSE","accepted","matrix/array 1x40"
"live","rbart.base","method:extract.rbart","extract","ppd","test","TRUE","accepted","matrix/array 1x12"
"live","rbart.base","method:extract.rbart","extract","ppd","test","FALSE","accepted","matrix/array 1x12"
"live","rbart.base","method:extract.rbart","extract","ppd","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","rbart.base","method:extract.rbart","extract","ppd","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","rbart.base","method:extract.rbart","extract","bart","train","TRUE","accepted","matrix/array 1x40"
"live","rbart.base","method:extract.rbart","extract","bart","train","FALSE","accepted","matrix/array 1x40"
"live","rbart.base","method:extract.rbart","extract","bart","test","TRUE","accepted","matrix/array 1x12"
"live","rbart.base","method:extract.rbart","extract","bart","test","FALSE","accepted","matrix/array 1x12"
"live","rbart.base","method:extract.rbart","extract","bart","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","rbart.base","method:extract.rbart","extract","bart","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","rbart.base","method:extract.rbart","extract","loglik","train","TRUE","accepted","matrix/array 1x40"
"live","rbart.base","method:extract.rbart","extract","loglik","train","FALSE","accepted","matrix/array 1x40"
"live","rbart.base","method:extract.rbart","extract","loglik","test","TRUE","refused","cannot extract a test sample log-likelihood; no test response exists"
"live","rbart.base","method:extract.rbart","extract","loglik","test","FALSE","refused","cannot extract a test sample log-likelihood; no test response exists"
"live","rbart.base","method:extract.rbart","extract","loglik","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","rbart.base","method:extract.rbart","extract","loglik","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","rbart.base","method:extract.rbart","extract","ranef","train","TRUE","accepted","matrix/array 1x4 dn=[NULL,{a,b,c,...}]"
"live","rbart.base","method:extract.rbart","extract","ranef","train","FALSE","accepted","matrix/array 1x4 dn=[NULL,{a,b,c,...}]"
"live","rbart.base","method:extract.rbart","extract","ranef","test","TRUE","accepted","matrix/array 1x4 dn=[NULL,{a,b,c,...}]"
"live","rbart.base","method:extract.rbart","extract","ranef","test","FALSE","accepted","matrix/array 1x4 dn=[NULL,{a,b,c,...}]"
"live","rbart.base","method:extract.rbart","extract","ranef","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","rbart.base","method:extract.rbart","extract","ranef","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","rbart.base","method:extract.rbart","extract","trees","train","TRUE","error-without-reason","unused argument (combineChains = TRUE)"
"live","rbart.base","method:extract.rbart","extract","trees","train","FALSE","error-without-reason","unused argument (combineChains = FALSE)"
"live","rbart.base","method:extract.rbart","extract","trees","test","TRUE","error-without-reason","unused argument (combineChains = TRUE)"
"live","rbart.base","method:extract.rbart","extract","trees","test","FALSE","error-without-reason","unused argument (combineChains = FALSE)"
"live","rbart.base","method:extract.rbart","extract","trees","zzz-bad-sample","TRUE","error-without-reason","unused argument (combineChains = TRUE)"
"live","rbart.base","method:extract.rbart","extract","trees","zzz-bad-sample","FALSE","error-without-reason","unused argument (combineChains = FALSE)"
"live","rbart.base","method:extract.rbart","extract","zzz-bad-type","train","TRUE","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'ranef', 'trees'"
"live","rbart.base","method:extract.rbart","extract","zzz-bad-type","train","FALSE","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'ranef', 'trees'"
"live","rbart.base","method:extract.rbart","extract","zzz-bad-type","test","TRUE","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'ranef', 'trees'"
"live","rbart.base","method:extract.rbart","extract","zzz-bad-type","test","FALSE","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'ranef', 'trees'"
"live","rbart.base","method:extract.rbart","extract","zzz-bad-type","zzz-bad-sample","TRUE","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'ranef', 'trees'"
"live","rbart.base","method:extract.rbart","extract","zzz-bad-type","zzz-bad-sample","FALSE","refused","type must be in 'ev', 'ppd', 'bart', 'loglik', 'ranef', 'trees'"
"live","rbart.base","method:fitted.rbart","fitted","ev","train","","accepted","numeric len40"
"live","rbart.base","method:fitted.rbart","fitted","ev","test","","accepted","numeric len12"
"live","rbart.base","method:fitted.rbart","fitted","ev","zzz-bad-sample","","refused","sample must be in 'train', 'test'"
"live","rbart.base","method:fitted.rbart","fitted","ppd","train","","accepted","numeric len40"
"live","rbart.base","method:fitted.rbart","fitted","ppd","test","","accepted","numeric len12"
"live","rbart.base","method:fitted.rbart","fitted","ppd","zzz-bad-sample","","refused","sample must be in 'train', 'test'"
"live","rbart.base","method:fitted.rbart","fitted","bart","train","","accepted","numeric len40"
"live","rbart.base","method:fitted.rbart","fitted","bart","test","","accepted","numeric len12"
"live","rbart.base","method:fitted.rbart","fitted","bart","zzz-bad-sample","","refused","sample must be in 'train', 'test'"
"live","rbart.base","method:fitted.rbart","fitted","ranef","train","","accepted","numeric len4"
"live","rbart.base","method:fitted.rbart","fitted","ranef","test","","accepted","numeric len4"
"live","rbart.base","method:fitted.rbart","fitted","ranef","zzz-bad-sample","","refused","sample must be in 'train', 'test'"
"live","rbart.base","method:fitted.rbart","fitted","zzz-bad-type","train","","refused","type must be in 'ev', 'ppd', 'bart', 'ranef'"
"live","rbart.base","method:fitted.rbart","fitted","zzz-bad-type","test","","refused","type must be in 'ev', 'ppd', 'bart', 'ranef'"
"live","rbart.base","method:fitted.rbart","fitted","zzz-bad-type","zzz-bad-sample","","refused","type must be in 'ev', 'ppd', 'bart', 'ranef'"
"live","rbart.base","method:residuals.rbart","residuals","ev","","","accepted","numeric len40"
"live","rbart.base","method:residuals.rbart","residuals","zzz-bad-type","","","refused","type must be in 'ev', 'ppd', 'bart', 'ranef'"
"live","rbart.base","method:summary.rbart","summary","","","","accepted","summary.bart len3"
"live","rbart.base","method:print.rbart","print","","","","accepted","rbart len18"
"live","rbart.base","method:plot.rbart","plot","","","","accepted","NULL"
"live","rbart.base","method:plotTree.rbart","plotTree","","","","accepted","NULL"
"live","rbart.base","method:survivalProbabilities.rbart","survivalProbabilities","","","TRUE","refused","survivalProbabilities requires an aft (survival) rbart fit"
"live","rbart.base","method:survivalProbabilities.rbart","survivalProbabilities","","","FALSE","refused","survivalProbabilities requires an aft (survival) rbart fit"
"live","rbart.base","method:as_draws_array.rbart","as_draws_array","","","","accepted","draws_array/draws/array 1x1x2 dn=[{1},{1},{sigma,tau}]"
"live","rbart.base","method:as_draws_df.rbart","as_draws_df","","","","accepted","draws_df/draws/tbl_df/tbl/data.frame 1x5 dn=[{1},{sigma,tau,.chain,...}]"
"live","rbart.kT0","build","","","","","built","class=rbart"
"live","rbart.kT0","fields","documented-present","","","","info","call;yhat.train;yhat.test;yhat.train.mean;yhat.test.mean;sigma;varcount;sigest;y;n.chains;family"
"live","rbart.kT0","fields","documented-absent","","","","info","first.sigma;resid.dist;fit"
"live","rbart.kT0","fields","all-names","","","","info","call;y;group.by;family;sigest;group.by.test;ranef;sigma;tau;yhat.train;yhat.test;varcount;ranef.mean;yhat.train.mean;yhat.test.mean;n.chains;seed"
"live","rbart.kT0","method:predict.rbart","predict","ev","","TRUE","refused","predict requires rbart to be called with 'keepTrees' == TRUE"
"live","rbart.kT0","method:predict.rbart","predict","ev","","FALSE","refused","predict requires rbart to be called with 'keepTrees' == TRUE"
"live","rbart.kT0","method:predict.rbart","predict","ppd","","TRUE","refused","predict requires rbart to be called with 'keepTrees' == TRUE"
"live","rbart.kT0","method:predict.rbart","predict","ppd","","FALSE","refused","predict requires rbart to be called with 'keepTrees' == TRUE"
"live","rbart.kT0","method:predict.rbart","predict","bart","","TRUE","refused","predict requires rbart to be called with 'keepTrees' == TRUE"
"live","rbart.kT0","method:predict.rbart","predict","bart","","FALSE","refused","predict requires rbart to be called with 'keepTrees' == TRUE"
"live","rbart.kT0","method:predict.rbart","predict","ranef","","TRUE","refused","predict requires rbart to be called with 'keepTrees' == TRUE"
"live","rbart.kT0","method:predict.rbart","predict","ranef","","FALSE","refused","predict requires rbart to be called with 'keepTrees' == TRUE"
"live","rbart.kT0","method:predict.rbart","predict","zzz-bad-type","","TRUE","refused","predict requires rbart to be called with 'keepTrees' == TRUE"
"live","rbart.kT0","method:predict.rbart","predict","zzz-bad-type","","FALSE","refused","predict requires rbart to be called with 'keepTrees' == TRUE"
"live","rbart.kT0","method:extract.rbart","extract","ev","train","TRUE","accepted","matrix/array 1x40"
"live","rbart.kT0","method:extract.rbart","extract","ev","train","FALSE","accepted","matrix/array 1x40"
"live","rbart.kT0","method:extract.rbart","extract","ev","test","TRUE","accepted","matrix/array 1x12"
"live","rbart.kT0","method:extract.rbart","extract","ev","test","FALSE","accepted","matrix/array 1x12"
"live","rbart.kT0","method:extract.rbart","extract","ev","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","rbart.kT0","method:extract.rbart","extract","ev","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","rbart.kT0","method:extract.rbart","extract","ppd","train","TRUE","accepted","matrix/array 1x40"
"live","rbart.kT0","method:extract.rbart","extract","ppd","train","FALSE","accepted","matrix/array 1x40"
"live","rbart.kT0","method:extract.rbart","extract","ppd","test","TRUE","accepted","matrix/array 1x12"
"live","rbart.kT0","method:extract.rbart","extract","ppd","test","FALSE","accepted","matrix/array 1x12"
"live","rbart.kT0","method:extract.rbart","extract","ppd","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","rbart.kT0","method:extract.rbart","extract","ppd","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","rbart.kT0","method:extract.rbart","extract","bart","train","TRUE","accepted","matrix/array 1x40"
"live","rbart.kT0","method:extract.rbart","extract","bart","train","FALSE","accepted","matrix/array 1x40"
"live","rbart.kT0","method:extract.rbart","extract","bart","test","TRUE","accepted","matrix/array 1x12"
"live","rbart.kT0","method:extract.rbart","extract","bart","test","FALSE","accepted","matrix/array 1x12"
"live","rbart.kT0","method:extract.rbart","extract","bart","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","rbart.kT0","method:extract.rbart","extract","bart","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","rbart.kT0","method:extract.rbart","extract","loglik","train","TRUE","accepted","matrix/array 1x40"
"live","rbart.kT0","method:extract.rbart","extract","loglik","train","FALSE","accepted","matrix/array 1x40"
"live","rbart.kT0","method:extract.rbart","extract","loglik","test","TRUE","refused","cannot extract a test sample log-likelihood; no test response exists"
"live","rbart.kT0","method:extract.rbart","extract","loglik","test","FALSE","refused","cannot extract a test sample log-likelihood; no test response exists"
"live","rbart.kT0","method:extract.rbart","extract","loglik","zzz-bad-sample","TRUE","refused","sample must be in 'train', 'test'"
"live","rbart.kT0","method:extract.rbart","extract","loglik","zzz-bad-sample","FALSE","refused","sample must be in 'train', 'test'"
"live","rbart.kT0","method:extract.rbart","extract","ranef","train","TRUE","accepted","matrix/array 1x4 dn=[NULL,{a,b,c,...}]"
"live","rbart.kT0","method:extract.rbart","extract","ranef","train","FALSE","accepted","matrix/array 1x4 dn=[NULL,{a,b,c,...}]"
"live","rbart.kT0","method:extract.rbart","extract","ranef","test","TRUE","accepted","matrix/array 1x4 dn=[NULL,{a,b,c,...}]"
"live","rbart.kT0","method:extract.rbart","extract","ranef","test","FALSE","accepted","matrix/array 1x4 dn=[NULL,{a,b,c,...}]"
